Total_Kicking_PTS,Total_defensive_PTS,Total_Offensive_PTS,pos,player,rank,id,team,game.week,opp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts,tkl_solo,tkl_astd,tkl_loss,def_sck_yds,qb_hits,pass_def,def_td,fg,fg_att,fg_pct,fg_long,xp,xp_att,PassingYards_PTS,RushingYards_PTS,ReceivingYards_PTS,ReceivingYards_and_Rushing_Yards_SpecialRoundingCase,ReceivingTouchdowns_PTS,PassingTouchdowns_PTS,RushingTouchdowns_PTS,Fumbles_Lost_PTS,Interception_Offensive_PTS,AssistedTackles_PTS,SoloTackles_PTS,PassesDefended_PTS,Sacks_PTS + Assisted Sacks_PTS,Safeties_PTS,Interception_Defensive_PTS,SpecialTeamsTouchdowns_PTS,FumblesForced_PTS,FumblesRecovered,FumblesRecovered_PTS,ExtraPointsMade_PTS,FieldGoalsMade_PTS
,5.0,0.0,S,Kitan Crawford,334,26165,ARI,13,TB,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0,2.0,3.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,
,7.0,0.0,S,Kyle Dugger,303,21926,PIT,13,BUF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,4.5,1.0,5.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0,5.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,,
,15.0,0.0,S,Lathan Ransom,77,26167,CAR,13,LAR,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,11.3,2.0,9.0,1.0,8.0,1.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0,9.0,2.0,0.0,4,0,0.0,0.0,0.0,0.0,0.0,,
,8.0,0.0,S,Malik Mustapha,153,25163,SF,13,CLE,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,8.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0,2.0,5.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,,
,1.0,0.0,S,Marques Sigle,730,26174,SF,13,CLE,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,
,0.0,0.0,S,Mike Brown,883,23661,TEN,13,JAX,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,
,15.0,0.0,S,Minkah Fitzpatrick,60,19829,MIA,13,NO,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,1.0,0,13.4,4.0,3.0,1.0,9.0,1.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0,3.0,4.0,0.0,4,0,0.0,0.0,4.0,0.0,0.0,,
,6.0,0.0,S,Nick Cross,281,23305,IND,13,HOU,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0,2.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,
,5.0,0.0,S,Nick Emmanwori,316,26013,SEA,13,MIN,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,4.5,3.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0,1.0,3.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,,
,16.0,0.0,S,Nick Scott,82,21131,CAR,13,LAR,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,0,11.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0,4.0,5.0,1.0,0,0,6.0,0.0,0.0,0.0,0.0,,
,3.0,0.0,S,Rayuan Lane III,336,26186,JAX,13,TEN,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,1.0,2.0,,
,9.0,0.0,S,Ronnie Hickman,196,24202,CLE,13,SF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,7.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0,4.0,4.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,,
,8.0,0.0,S,Terrell Burgess,249,21922,NO,13,MIA,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,6.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0,4.0,3.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,,
,9.0,0.0,S,Tony Adams,136,23960,NYJ,13,ATL,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,8.8,3.0,2.0,1.0,8.0,1.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0,2.0,3.0,0.0,4,0,0.0,0.0,0.0,0.0,0.0,,
,10.0,0.0,S,Tony Jefferson,230,15516,LAC,13,LV,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,0,6.5,2.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0,1.0,2.0,1.0,0,0,6.0,0.0,0.0,0.0,0.0,,
,4.0,0.0,S,Tykee Smith,306,25143,TB,13,ARI,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,4.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0,1.0,1.0,0.0,0,0,0.0,0.0,0.0,1.0,2.0,,
,3.0,0.0,S,Xavier Watts,457,26067,ATL,13,NYJ,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,,
,2.0,0.0,S,Xavier Woods,514,19084,TEN,13,JAX,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0,0.0,2.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,
,4.0,0.0,SS,Rayshawn Jenkins,522,19026,CLE,13,SF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,
